Datetime,Hash,Parent,Author,Commit Msg,Filepath,Filename,Removed Test Case,Test Run,Test Fail Reason
12/18/2003 20:07:36,0e07ac6b2cff63550d7df336355ca63cc05aa40b,1ba4f9861a0cfbc32c56efced3619874a43ec5dd,scolebourne@joda.org,"Move from Joda CVS


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@10 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormat.java,TestDateTimeFormat.java,testPrintToSBRI,failed,assertion failure
12/18/2003 20:07:36,0e07ac6b2cff63550d7df336355ca63cc05aa40b,1ba4f9861a0cfbc32c56efced3619874a43ec5dd,scolebourne@joda.org,"Move from Joda CVS


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@10 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormat.java,TestDateTimeFormat.java,testPrintToSBL,failed,assertion failure
12/18/2003 20:07:36,0e07ac6b2cff63550d7df336355ca63cc05aa40b,1ba4f9861a0cfbc32c56efced3619874a43ec5dd,scolebourne@joda.org,"Move from Joda CVS


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@10 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormat.java,TestDateTimeFormat.java,testPrintToWRI,failed,assertion failure
12/18/2003 20:07:36,0e07ac6b2cff63550d7df336355ca63cc05aa40b,1ba4f9861a0cfbc32c56efced3619874a43ec5dd,scolebourne@joda.org,"Move from Joda CVS


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@10 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormat.java,TestDateTimeFormat.java,testPrintToWL,failed,assertion failure
12/18/2003 20:07:36,0e07ac6b2cff63550d7df336355ca63cc05aa40b,1ba4f9861a0cfbc32c56efced3619874a43ec5dd,scolebourne@joda.org,"Move from Joda CVS


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@10 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormat.java,TestDateTimeFormat.java,testPrintRI,failed,assertion failure
12/18/2003 20:07:36,0e07ac6b2cff63550d7df336355ca63cc05aa40b,1ba4f9861a0cfbc32c56efced3619874a43ec5dd,scolebourne@joda.org,"Move from Joda CVS


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@10 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormat.java,TestDateTimeFormat.java,testPrintL,failed,assertion failure
12/18/2003 20:07:36,0e07ac6b2cff63550d7df336355ca63cc05aa40b,1ba4f9861a0cfbc32c56efced3619874a43ec5dd,scolebourne@joda.org,"Move from Joda CVS


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@10 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormat.java,TestDateTimeFormat.java,testEstimateParsedLength,failed,assertion failure
12/18/2003 20:07:36,0e07ac6b2cff63550d7df336355ca63cc05aa40b,1ba4f9861a0cfbc32c56efced3619874a43ec5dd,scolebourne@joda.org,"Move from Joda CVS


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@10 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormat.java,TestDateTimeFormat.java,testParseIntoPBSI,failed,assertion failure
12/18/2003 20:07:36,0e07ac6b2cff63550d7df336355ca63cc05aa40b,1ba4f9861a0cfbc32c56efced3619874a43ec5dd,scolebourne@joda.org,"Move from Joda CVS


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@10 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormat.java,TestDateTimeFormat.java,testParseIntoRWIS,failed,assertion failure
12/18/2003 20:07:36,0e07ac6b2cff63550d7df336355ca63cc05aa40b,1ba4f9861a0cfbc32c56efced3619874a43ec5dd,scolebourne@joda.org,"Move from Joda CVS


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@10 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormat.java,TestDateTimeFormat.java,testParseIntoRWISI,failed,assertion failure
12/18/2003 20:07:36,0e07ac6b2cff63550d7df336355ca63cc05aa40b,1ba4f9861a0cfbc32c56efced3619874a43ec5dd,scolebourne@joda.org,"Move from Joda CVS


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@10 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormat.java,TestDateTimeFormat.java,testParseS,failed,assertion failure
12/18/2003 20:07:36,0e07ac6b2cff63550d7df336355ca63cc05aa40b,1ba4f9861a0cfbc32c56efced3619874a43ec5dd,scolebourne@joda.org,"Move from Joda CVS


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@10 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormat.java,TestDateTimeFormat.java,testParseSL,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormat.java,TestDateTimeFormat.java,testGetInstanceTZ,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormat.java,TestDateTimeFormat.java,testGetInstanceTZL,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormat.java,TestDateTimeFormat.java,testGetInstanceC,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormat.java,TestDateTimeFormat.java,testGetInstanceCL,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormat.java,TestDateTimeFormat.java,testForPattern,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormat.java,TestDateTimeFormat.java,testForStyle,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormat.java,TestDateTimeFormat.java,testGetPatternForStyle,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testToPrinter,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testToParser,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testToFormatter,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testCanBuildPrinter,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testCanBuildParser,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testCanBuilderFormatter,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testClear,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendDTF,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendDTPE,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendLiteralC,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendLiteralS,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendNumeric,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendSignedNumeric,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendFraction,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendFractionOfSecond,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendFractionOfMinute,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendFractionOfHour,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendFractionOfDay,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendMillisOfSecond,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendMillisOfDay,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendSecondOfMinute,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendSecondOfDay,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendMinuteOfHour,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendMinuteOfDay,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendHourOfDay,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendClockhourOfDay,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendHourOfHalfday,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendClockhourOfHalfday,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendDayOfWeek,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendDayOfMonth,failed,assertion failure
12/20/2003 8:11:23,acc5016243117465b83621ea5ff31ae76163d3b8,f1a476f463c62b736e4a641aba4c59d9629814d1,scolebourne@joda.org,"Remove usused tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@31 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",JodaTime/src/test/org/joda/test/time/TestDateTimeFormatterBuilder.java,TestDateTimeFormatterBuilder.java,testAppendDayOfYear,failed,assertion failure
